time_step,dimension,dimension_name,household_i,household_j,p_ji_value
1,2,sell,43,41,0.0
1,2,sell,1,41,0.0
1,2,sell,45,41,0.0
1,2,sell,44,41,0.0
1,2,sell,40,41,0.0
1,2,sell,38,41,0.0
1,1,repair,5,42,0.0
1,1,repair,12,42,0.0
1,1,repair,30,42,0.0
1,1,repair,41,42,0.0
1,1,repair,38,42,0.0
1,1,repair,24,42,0.0
1,1,repair,2,42,0.0
1,0,vacant,5,42,0.0
1,0,vacant,12,42,0.0
1,0,vacant,30,42,0.0
1,0,vacant,41,42,0.0
1,0,vacant,38,42,0.0
1,0,vacant,24,42,0.0
1,0,vacant,2,42,0.0
1,2,sell,5,42,0.0
1,2,sell,12,42,0.0
1,2,sell,30,42,0.0
1,2,sell,41,42,0.0
1,2,sell,38,42,0.0
1,2,sell,24,42,0.0
1,2,sell,2,42,0.0
1,1,repair,18,43,0.0
1,1,repair,33,43,0.0
1,1,repair,3,43,0.0
1,1,repair,16,43,0.0
1,1,repair,8,43,0.0
1,1,repair,27,43,0.0
1,1,repair,49,43,0.0
1,1,repair,40,43,0.0
1,1,repair,39,43,0.0
1,1,repair,7,43,0.0
1,1,repair,15,43,0.0
1,1,repair,14,43,0.0
1,1,repair,22,43,0.0
1,1,repair,50,43,0.0
1,1,repair,45,43,0.0
1,1,repair,21,43,0.0
1,1,repair,31,43,0.0
1,1,repair,19,43,0.11610047306354544
1,1,repair,20,43,0.0
1,1,repair,1,43,0.0
1,1,repair,41,43,0.0
1,1,repair,29,43,0.0
1,1,repair,28,43,0.0
1,1,repair,32,43,0.0
1,0,vacant,18,43,0.0
1,0,vacant,33,43,0.0
1,0,vacant,3,43,0.0
1,0,vacant,16,43,0.0
1,0,vacant,8,43,0.0
1,0,vacant,27,43,0.0
1,0,vacant,49,43,0.0
1,0,vacant,40,43,0.0
1,0,vacant,39,43,0.0
1,0,vacant,7,43,0.0
1,0,vacant,15,43,0.0
1,0,vacant,14,43,0.0
1,0,vacant,22,43,0.0
1,0,vacant,50,43,0.0
1,0,vacant,45,43,0.0
1,0,vacant,21,43,0.0
1,0,vacant,31,43,0.0
1,0,vacant,19,43,0.0
1,0,vacant,20,43,0.0
1,0,vacant,1,43,0.0
1,0,vacant,41,43,0.0
1,0,vacant,29,43,0.0
1,0,vacant,28,43,0.0
1,0,vacant,32,43,0.10619316051447786
1,2,sell,18,43,0.0
1,2,sell,33,43,0.0
1,2,sell,3,43,0.0
1,2,sell,16,43,0.0
1,2,sell,8,43,0.0
1,2,sell,27,43,0.0
1,2,sell,49,43,0.0
1,2,sell,40,43,0.0
1,2,sell,39,43,0.0
1,2,sell,7,43,0.0
1,2,sell,15,43,0.12427384998382887
1,2,sell,14,43,0.0
1,2,sell,22,43,0.0
1,2,sell,50,43,0.0
1,2,sell,45,43,0.0
1,2,sell,21,43,0.0
1,2,sell,31,43,0.0
1,2,sell,19,43,0.11610047306354544
1,2,sell,20,43,0.0
1,2,sell,1,43,0.0
1,2,sell,41,43,0.0
1,2,sell,29,43,0.0
1,2,sell,28,43,0.0
1,2,sell,32,43,0.0
1,1,repair,28,44,0.0
1,1,repair,19,44,0.0
1,1,repair,23,44,0.0
1,1,repair,8,44,0.0
1,1,repair,41,44,0.0
1,0,vacant,28,44,0.0
1,0,vacant,19,44,0.0
1,0,vacant,23,44,0.0
1,0,vacant,8,44,0.0
1,0,vacant,41,44,0.0
1,2,sell,28,44,0.0
1,2,sell,19,44,0.0
1,2,sell,23,44,0.0
1,2,sell,8,44,0.0
1,2,sell,41,44,0.0
1,1,repair,49,45,0.0
1,1,repair,14,45,0.0
1,1,repair,28,45,0.0
1,1,repair,30,45,0.0
1,1,repair,22,45,0.0
1,1,repair,40,45,0.0
1,1,repair,19,45,0.12576776762637562
1,1,repair,6,45,0.0
1,1,repair,43,45,0.0
1,1,repair,46,45,0.09599076970993735
1,1,repair,36,45,0.08201992378081947
1,1,repair,37,45,0.0
1,1,repair,41,45,0.0
1,1,repair,16,45,0.0
1,1,repair,1,45,0.0
1,0,vacant,49,45,0.0
1,0,vacant,14,45,0.0
1,0,vacant,28,45,0.0
1,0,vacant,30,45,0.0
1,0,vacant,22,45,0.0
1,0,vacant,40,45,0.0
1,0,vacant,19,45,0.0
1,0,vacant,6,45,0.0
1,0,vacant,43,45,0.0
1,0,vacant,46,45,0.0
1,0,vacant,36,45,0.0
1,0,vacant,37,45,0.0
1,0,vacant,41,45,0.0
1,0,vacant,16,45,0.0
1,0,vacant,1,45,0.0
1,2,sell,49,45,0.0
1,2,sell,14,45,0.0
1,2,sell,28,45,0.0
1,2,sell,30,45,0.0
1,2,sell,22,45,0.0
1,2,sell,40,45,0.0
1,2,sell,19,45,0.12576776762637562
1,2,sell,6,45,0.0
1,2,sell,43,45,0.0
1,2,sell,46,45,0.0
1,2,sell,36,45,0.0
1,2,sell,37,45,0.0
1,2,sell,41,45,0.0
1,2,sell,16,45,0.0
1,2,sell,1,45,0.0
1,0,vacant,9,46,0.0
1,0,vacant,14,46,0.0
1,0,vacant,29,46,0.0
1,0,vacant,36,46,0.0
1,0,vacant,19,46,0.0
1,0,vacant,45,46,0.0
1,0,vacant,49,46,0.0
1,0,vacant,7,46,0.0
1,0,vacant,13,46,0.0
1,2,sell,9,46,0.0
1,2,sell,14,46,0.0
1,2,sell,29,46,0.0
1,2,sell,36,46,0.0
1,2,sell,19,46,0.10675853733631299
1,2,sell,45,46,0.0
1,2,sell,49,46,0.0
1,2,sell,7,46,0.0
1,2,sell,13,46,0.0
1,1,repair,13,47,0.0
1,1,repair,17,47,0.0
1,1,repair,33,47,0.0
1,1,repair,15,47,0.0
1,0,vacant,13,47,0.0
1,0,vacant,17,47,0.0
1,0,vacant,33,47,0.0
1,0,vacant,15,47,0.0
1,2,sell,13,47,0.0
1,2,sell,17,47,0.0
1,2,sell,33,47,0.0
1,2,sell,15,47,0.0
1,1,repair,41,48,0.0
1,1,repair,12,48,0.0
1,1,repair,38,48,0.0
1,0,vacant,41,48,0.0
1,0,vacant,12,48,0.0
1,0,vacant,38,48,0.0
1,2,sell,41,48,0.0
1,2,sell,12,48,0.0
1,2,sell,38,48,0.0
1,1,repair,45,49,0.0
1,1,repair,20,49,0.0
1,1,repair,43,49,0.0
1,1,repair,36,49,0.03213917896813799
1,1,repair,18,49,0.0
1,1,repair,13,49,0.0
1,1,repair,50,49,0.0
1,1,repair,14,49,0.0
1,1,repair,29,49,0.0
1,1,repair,32,49,0.0
1,1,repair,28,49,0.0
1,1,repair,19,49,0.04760661052005551
1,1,repair,46,49,0.04158328919286702
1,0,vacant,45,49,0.0
1,0,vacant,20,49,0.0
1,0,vacant,43,49,0.0
1,0,vacant,36,49,0.0
1,0,vacant,18,49,0.0
1,0,vacant,13,49,0.0
1,0,vacant,50,49,0.0
1,0,vacant,14,49,0.0
1,0,vacant,29,49,0.0
1,0,vacant,32,49,0.027209118938453934
1,0,vacant,28,49,0.0
1,0,vacant,19,49,0.0
1,0,vacant,46,49,0.0
1,2,sell,45,49,0.0
1,2,sell,20,49,0.0
1,2,sell,43,49,0.0
1,2,sell,36,49,0.0
1,2,sell,18,49,0.0
1,2,sell,13,49,0.0
1,2,sell,50,49,0.0
1,2,sell,14,49,0.0
1,2,sell,29,49,0.0
1,2,sell,32,49,0.0
1,2,sell,28,49,0.0
1,2,sell,19,49,0.04760661052005551
1,2,sell,46,49,0.0
1,1,repair,25,50,0.0
1,1,repair,14,50,0.0
1,1,repair,29,50,0.0
1,1,repair,22,50,0.0
1,1,repair,39,50,0.0
1,1,repair,3,50,0.0
1,1,repair,15,50,0.0
1,1,repair,33,50,0.0
1,1,repair,49,50,0.0
1,1,repair,20,50,0.0
1,1,repair,43,50,0.0
1,1,repair,10,50,0.0
1,0,vacant,25,50,0.0
1,0,vacant,14,50,0.0
1,0,vacant,29,50,0.0
1,0,vacant,22,50,0.0
1,0,vacant,39,50,0.0
1,0,vacant,3,50,0.0
1,0,vacant,15,50,0.0
1,0,vacant,33,50,0.0
1,0,vacant,49,50,0.0
1,0,vacant,20,50,0.0
1,0,vacant,43,50,0.0
1,0,vacant,10,50,0.0
1,2,sell,25,50,0.0
1,2,sell,14,50,0.0
1,2,sell,29,50,0.0
1,2,sell,22,50,0.0
1,2,sell,39,50,0.0
1,2,sell,3,50,0.0
1,2,sell,15,50,0.06092174957978234
1,2,sell,33,50,0.0
1,2,sell,49,50,0.0
1,2,sell,20,50,0.0
1,2,sell,43,50,0.0
1,2,sell,10,50,0.0
2,1,repair,26,1,0.0
2,1,repair,40,1,0.0
2,1,repair,20,1,0.0
2,1,repair,3,1,0.0
2,1,repair,43,1,0.0
2,1,repair,41,1,0.0
2,1,repair,45,1,0.0
2,0,vacant,26,1,0.0
2,0,vacant,40,1,0.0
2,0,vacant,20,1,0.0
2,0,vacant,3,1,0.0
2,0,vacant,43,1,0.0
2,0,vacant,41,1,0.0
2,0,vacant,45,1,0.0
2,2,sell,26,1,0.0
2,2,sell,40,1,0.0
2,2,sell,20,1,0.0
2,2,sell,3,1,0.0
2,2,sell,43,1,0.0
2,2,sell,41,1,0.0
2,2,sell,45,1,0.0
2,1,repair,3,2,0.0
2,1,repair,41,2,0.0
2,1,repair,40,2,0.0
2,1,repair,24,2,0.0
2,1,repair,37,2,0.0
2,1,repair,30,2,0.0
2,1,repair,42,2,0.0
2,0,vacant,3,2,0.0
2,0,vacant,41,2,0.0
2,0,vacant,40,2,0.0
2,0,vacant,24,2,0.0
2,0,vacant,37,2,0.0
2,0,vacant,30,2,0.0
2,0,vacant,42,2,0.0
2,2,sell,3,2,0.0
2,2,sell,41,2,0.0
2,2,sell,40,2,0.0
2,2,sell,24,2,0.0
2,2,sell,37,2,0.0
2,2,sell,30,2,0.0
2,2,sell,42,2,0.0
2,1,repair,2,3,0.0
2,1,repair,43,3,0.0
2,1,repair,50,3,0.0
2,1,repair,26,3,0.0
2,1,repair,1,3,0.0
2,0,vacant,2,3,0.0
2,0,vacant,43,3,0.0
2,0,vacant,50,3,0.0
2,0,vacant,26,3,0.0
2,0,vacant,1,3,0.0
2,2,sell,2,3,0.0
2,2,sell,43,3,0.0
2,2,sell,50,3,0.0
2,2,sell,26,3,0.0
2,2,sell,1,3,0.0
2,1,repair,38,4,0.0
2,1,repair,24,4,0.0
2,1,repair,5,4,0.0
2,1,repair,37,4,0.0
2,0,vacant,38,4,0.0
2,0,vacant,24,4,0.0
2,0,vacant,5,4,0.0
2,0,vacant,37,4,0.0
2,2,sell,38,4,0.0
2,2,sell,24,4,0.0
2,2,sell,5,4,0.0
2,2,sell,37,4,0.0
2,1,repair,42,5,0.0
2,1,repair,34,5,0.0
2,1,repair,14,5,0.0
2,1,repair,38,5,0.0
2,1,repair,4,5,0.0
2,1,repair,41,5,0.0
2,1,repair,30,5,0.0
2,1,repair,6,5,0.0
2,0,vacant,42,5,0.0
2,0,vacant,34,5,0.0
2,0,vacant,14,5,0.0
2,0,vacant,38,5,0.0
2,0,vacant,4,5,0.0
2,0,vacant,41,5,0.0
2,0,vacant,30,5,0.0
2,0,vacant,6,5,0.0
2,2,sell,42,5,0.0
2,2,sell,34,5,0.0
2,2,sell,14,5,0.0
2,2,sell,38,5,0.0
2,2,sell,4,5,0.0
2,2,sell,41,5,0.0
2,2,sell,30,5,0.0
2,2,sell,6,5,0.0
2,1,repair,39,6,0.0
2,1,repair,30,6,0.0
2,1,repair,45,6,0.0
2,1,repair,38,6,0.0
2,1,repair,16,6,0.0
2,1,repair,23,6,0.0
2,1,repair,5,6,0.0
2,0,vacant,39,6,0.0
2,0,vacant,30,6,0.0
2,0,vacant,45,6,0.0
2,0,vacant,38,6,0.0
2,0,vacant,16,6,0.0
2,0,vacant,23,6,0.0
2,0,vacant,5,6,0.0
2,2,sell,39,6,0.0
2,2,sell,30,6,0.0
2,2,sell,45,6,0.0
2,2,sell,38,6,0.0
2,2,sell,16,6,0.0
2,2,sell,23,6,0.0
2,2,sell,5,6,0.0
2,1,repair,9,7,0.0
2,1,repair,20,7,0.0
2,1,repair,43,7,0.0
2,1,repair,18,7,0.0
2,1,repair,40,7,0.0
2,1,repair,33,7,0.0
2,1,repair,10,7,0.0
2,1,repair,46,7,0.048052612539664086
2,1,repair,8,7,0.0
2,0,vacant,9,7,0.0
2,0,vacant,20,7,0.0
2,0,vacant,43,7,0.0
2,0,vacant,18,7,0.0
2,0,vacant,40,7,0.0
2,0,vacant,33,7,0.0
2,0,vacant,10,7,0.0
2,0,vacant,46,7,0.0
2,0,vacant,8,7,0.0
2,2,sell,9,7,0.0
2,2,sell,20,7,0.0
2,2,sell,43,7,0.0
2,2,sell,18,7,0.0
2,2,sell,40,7,0.0
2,2,sell,33,7,0.0
2,2,sell,10,7,0.0
2,2,sell,46,7,0.0
2,2,sell,8,7,0.0
2,1,repair,22,8,0.0
2,1,repair,43,8,0.0
2,1,repair,16,8,0.0
2,1,repair,31,8,0.0
2,1,repair,40,8,0.0
2,1,repair,14,8,0.0
2,1,repair,44,8,0.0
2,1,repair,41,8,0.0
2,1,repair,33,8,0.0
2,1,repair,19,8,0.10877487094882576
2,1,repair,7,8,0.0
2,0,vacant,22,8,0.0
2,0,vacant,43,8,0.0
2,0,vacant,16,8,0.0
2,0,vacant,31,8,0.0
2,0,vacant,40,8,0.0
2,0,vacant,14,8,0.0
2,0,vacant,44,8,0.0
2,0,vacant,41,8,0.0
2,0,vacant,33,8,0.0
2,0,vacant,19,8,0.0
2,0,vacant,7,8,0.0
2,2,sell,22,8,0.0
2,2,sell,43,8,0.0
2,2,sell,16,8,0.0
2,2,sell,31,8,0.0
2,2,sell,40,8,0.0
2,2,sell,14,8,0.0
2,2,sell,44,8,0.0
2,2,sell,41,8,0.0
2,2,sell,33,8,0.0
2,2,sell,19,8,0.10877487094882576
2,2,sell,7,8,0.0
2,1,repair,18,9,0.0
2,1,repair,46,9,0.05038585473612703
2,1,repair,19,9,0.06095361609234691
2,1,repair,7,9,0.0
2,1,repair,13,9,0.0
2,1,repair,14,9,0.0
2,0,vacant,18,9,0.0
2,0,vacant,46,9,0.0
2,0,vacant,19,9,0.0
2,0,vacant,7,9,0.0
2,0,vacant,13,9,0.0
2,0,vacant,14,9,0.0
2,2,sell,18,9,0.0
2,2,sell,46,9,0.0
2,2,sell,19,9,0.06095361609234691
2,2,sell,7,9,0.0
2,2,sell,13,9,0.0
2,2,sell,14,9,0.0
2,1,repair,33,10,0.0
2,1,repair,18,10,0.0
2,1,repair,7,10,0.0
2,1,repair,40,10,0.0
2,1,repair,50,10,0.0
2,0,vacant,33,10,0.0
2,0,vacant,18,10,0.0
2,0,vacant,7,10,0.0
2,0,vacant,40,10,0.0
2,0,vacant,50,10,0.0
2,2,sell,33,10,0.0
2,2,sell,18,10,0.0
2,2,sell,7,10,0.0
2,2,sell,40,10,0.0
2,2,sell,50,10,0.0
2,1,repair,37,12,0.0
2,1,repair,42,12,0.0
2,1,repair,48,12,0.0
2,1,repair,41,12,0.0
2,1,repair,38,12,0.0
2,1,repair,40,12,0.0
2,0,vacant,37,12,0.0
2,0,vacant,42,12,0.0
2,0,vacant,48,12,0.0
2,0,vacant,41,12,0.0
2,0,vacant,38,12,0.0
2,0,vacant,40,12,0.0
2,2,sell,37,12,0.0
2,2,sell,42,12,0.0
2,2,sell,48,12,0.0
2,2,sell,41,12,0.0
2,2,sell,38,12,0.0
2,2,sell,40,12,0.0
2,1,repair,47,13,0.0
2,1,repair,34,13,0.0
2,1,repair,49,13,0.0
2,1,repair,9,13,0.0
2,1,repair,46,13,0.04301442075670466
2,0,vacant,47,13,0.0
2,0,vacant,34,13,0.0
2,0,vacant,49,13,0.0
2,0,vacant,9,13,0.0
2,0,vacant,46,13,0.0
2,2,sell,47,13,0.0
2,2,sell,34,13,0.0
2,2,sell,49,13,0.0
2,2,sell,9,13,0.0
2,2,sell,46,13,0.0
2,1,repair,27,14,0.0
2,1,repair,50,14,0.0
2,1,repair,45,14,0.0
2,1,repair,16,14,0.0
2,1,repair,5,14,0.0
2,1,repair,46,14,0.07518842713260504
2,1,repair,33,14,0.0
2,1,repair,26,14,0.0
2,1,repair,43,14,0.0
2,1,repair,49,14,0.0
2,1,repair,8,14,0.0
2,1,repair,9,14,0.0
2,1,repair,19,14,0.09657011020370793
2,1,repair,23,14,0.0
2,1,repair,18,14,0.0
2,0,vacant,27,14,0.0
2,0,vacant,50,14,0.0
2,0,vacant,45,14,0.0
2,0,vacant,16,14,0.0
2,0,vacant,5,14,0.0
2,0,vacant,46,14,0.0
2,0,vacant,33,14,0.0
2,0,vacant,26,14,0.0
2,0,vacant,43,14,0.0
2,0,vacant,49,14,0.0
2,0,vacant,8,14,0.0
2,0,vacant,9,14,0.0
2,0,vacant,19,14,0.0
2,0,vacant,23,14,0.0
2,0,vacant,18,14,0.0
2,2,sell,27,14,0.0
2,2,sell,50,14,0.0
2,2,sell,45,14,0.0
2,2,sell,16,14,0.0
2,2,sell,5,14,0.0
2,2,sell,46,14,0.0
2,2,sell,33,14,0.0
2,2,sell,26,14,0.0
2,2,sell,43,14,0.0
2,2,sell,49,14,0.0
2,2,sell,8,14,0.0
2,2,sell,9,14,0.0
2,2,sell,19,14,0.09657011020370793
2,2,sell,23,14,0.0
2,2,sell,18,14,0.0
2,1,repair,20,15,0.0
2,1,repair,40,15,0.0
2,1,repair,50,15,0.0
2,1,repair,43,15,0.0
2,1,repair,18,15,0.0
2,1,repair,47,15,0.0
2,1,repair,25,15,0.0
2,0,vacant,20,15,0.0
2,0,vacant,40,15,0.0
2,0,vacant,50,15,0.0
2,0,vacant,43,15,0.0
2,0,vacant,18,15,0.0
2,0,vacant,47,15,0.0
2,0,vacant,25,15,0.0
2,1,repair,43,16,0.0
2,1,repair,35,16,0.0
2,1,repair,14,16,0.0
2,1,repair,8,16,0.0
2,1,repair,6,16,0.0
2,1,repair,39,16,0.0
2,1,repair,45,16,0.0
2,1,repair,19,16,0.05777052746536103
2,0,vacant,43,16,0.0
2,0,vacant,35,16,0.0
2,0,vacant,14,16,0.0
2,0,vacant,8,16,0.0
2,0,vacant,6,16,0.0
2,0,vacant,39,16,0.0
2,0,vacant,45,16,0.0
2,0,vacant,19,16,0.0
2,2,sell,43,16,0.0
2,2,sell,35,16,0.0
2,2,sell,14,16,0.0
2,2,sell,8,16,0.0
2,2,sell,6,16,0.0
2,2,sell,39,16,0.0
2,2,sell,45,16,0.0
2,2,sell,19,16,0.05777052746536103
2,1,repair,47,17,0.0
2,1,repair,19,17,0.0
2,1,repair,23,17,0.0
2,0,vacant,47,17,0.0
2,0,vacant,19,17,0.0
2,0,vacant,23,17,0.0
2,2,sell,47,17,0.0
2,2,sell,19,17,0.0
2,2,sell,23,17,0.0
2,1,repair,43,18,0.0
2,1,repair,33,18,0.0
2,1,repair,40,18,0.0
2,1,repair,9,18,0.0
2,1,repair,39,18,0.0
2,1,repair,36,18,0.08532071466548123
2,1,repair,49,18,0.0
2,1,repair,31,18,0.0
2,1,repair,10,18,0.0
2,1,repair,7,18,0.0
2,1,repair,15,18,0.10521125176468767
2,1,repair,14,18,0.0
2,1,repair,20,18,0.0
2,0,vacant,43,18,0.0
2,0,vacant,33,18,0.0
2,0,vacant,40,18,0.0
2,0,vacant,9,18,0.0
2,0,vacant,39,18,0.0
2,0,vacant,36,18,0.0
2,0,vacant,49,18,0.0
2,0,vacant,31,18,0.0
2,0,vacant,10,18,0.0
2,0,vacant,7,18,0.0
2,0,vacant,15,18,0.0
2,0,vacant,14,18,0.0
2,0,vacant,20,18,0.0
2,2,sell,43,18,0.0
2,2,sell,33,18,0.0
2,2,sell,40,18,0.0
2,2,sell,9,18,0.0
2,2,sell,39,18,0.0
2,2,sell,36,18,0.0
2,2,sell,49,18,0.0
2,2,sell,31,18,0.0
2,2,sell,10,18,0.0
2,2,sell,7,18,0.0
2,2,sell,15,18,0.10521125176468767
2,2,sell,14,18,0.0
2,2,sell,20,18,0.0
2,0,vacant,34,19,0.0
2,0,vacant,40,19,0.0
2,0,vacant,9,19,0.0
2,0,vacant,36,19,0.0
2,0,vacant,44,19,0.0
2,0,vacant,22,19,0.0
2,0,vacant,17,19,0.0
2,0,vacant,45,19,0.0
2,0,vacant,29,19,0.0
2,0,vacant,46,19,0.0
2,0,vacant,49,19,0.0
2,0,vacant,14,19,0.0
2,0,vacant,43,19,0.0
2,0,vacant,8,19,0.0
2,0,vacant,16,19,0.0
2,1,repair,28,20,0.0
2,1,repair,37,20,0.0
2,1,repair,15,20,0.0469212333279604
2,1,repair,39,20,0.0
2,1,repair,7,20,0.0
2,1,repair,49,20,0.0
2,1,repair,1,20,0.0
2,1,repair,50,20,0.0
2,1,repair,40,20,0.0
2,1,repair,43,20,0.0
2,1,repair,18,20,0.0
2,1,repair,30,20,0.0
2,0,vacant,28,20,0.0
2,0,vacant,37,20,0.0
2,0,vacant,15,20,0.0
2,0,vacant,39,20,0.0
2,0,vacant,7,20,0.0
2,0,vacant,49,20,0.0
2,0,vacant,1,20,0.0
2,0,vacant,50,20,0.0
2,0,vacant,40,20,0.0
2,0,vacant,43,20,0.0
2,0,vacant,18,20,0.0
2,0,vacant,30,20,0.0
2,2,sell,28,20,0.0
2,2,sell,37,20,0.0
2,2,sell,15,20,0.0469212333279604
2,2,sell,39,20,0.0
2,2,sell,7,20,0.0
2,2,sell,49,20,0.0
2,2,sell,1,20,0.0
2,2,sell,50,20,0.0
2,2,sell,40,20,0.0
2,2,sell,43,20,0.0
2,2,sell,18,20,0.0
2,2,sell,30,20,0.0
2,1,repair,39,21,0.0
2,1,repair,40,21,0.0
2,1,repair,43,21,0.0
2,0,vacant,39,21,0.0
2,0,vacant,40,21,0.0
2,0,vacant,43,21,0.0
2,2,sell,39,21,0.0
2,2,sell,40,21,0.0
2,2,sell,43,21,0.0
2,1,repair,8,22,0.0
2,1,repair,45,22,0.0
2,1,repair,50,22,0.0
2,1,repair,40,22,0.0
2,1,repair,19,22,0.0
2,1,repair,43,22,0.0
2,0,vacant,8,22,0.0
2,0,vacant,45,22,0.0
2,0,vacant,50,22,0.0
2,0,vacant,40,22,0.0
2,0,vacant,19,22,0.0
2,0,vacant,43,22,0.0
2,2,sell,8,22,0.0
2,2,sell,45,22,0.0
2,2,sell,50,22,0.0
2,2,sell,40,22,0.0
2,2,sell,19,22,0.0
2,2,sell,43,22,0.0
2,1,repair,41,23,0.0
2,1,repair,44,23,0.0
2,1,repair,17,23,0.0
2,1,repair,14,23,0.0
2,1,repair,6,23,0.0
2,1,repair,28,23,0.0
2,0,vacant,41,23,0.0
2,0,vacant,44,23,0.0
2,0,vacant,17,23,0.0
2,0,vacant,14,23,0.0
2,0,vacant,6,23,0.0
2,0,vacant,28,23,0.0
2,2,sell,41,23,0.0
2,2,sell,44,23,0.0
2,2,sell,17,23,0.0
2,2,sell,14,23,0.0
2,2,sell,6,23,0.0
2,2,sell,28,23,0.0
2,1,repair,4,24,0.0
2,1,repair,38,24,0.0
2,1,repair,2,24,0.0
2,1,repair,41,24,0.0
2,1,repair,42,24,0.0
2,1,repair,30,24,0.0
2,1,repair,37,24,0.0
2,0,vacant,4,24,0.0
2,0,vacant,38,24,0.0
2,0,vacant,2,24,0.0
2,0,vacant,41,24,0.0
2,0,vacant,42,24,0.0
2,0,vacant,30,24,0.0
2,0,vacant,37,24,0.0
2,2,sell,4,24,0.0
2,2,sell,38,24,0.0
2,2,sell,2,24,0.0
2,2,sell,41,24,0.0
2,2,sell,42,24,0.0
2,2,sell,30,24,0.0
2,2,sell,37,24,0.0
2,1,repair,50,25,0.0
2,1,repair,15,25,0.0
2,0,vacant,50,25,0.0
2,0,vacant,15,25,0.0
2,2,sell,50,25,0.0
2,2,sell,15,25,0.0
2,1,repair,1,26,0.0
2,1,repair,28,26,0.0
2,1,repair,3,26,0.0
2,1,repair,14,26,0.0
2,1,repair,30,26,0.0
2,1,repair,40,26,0.0
2,1,repair,39,26,0.0
2,0,vacant,1,26,0.0
2,0,vacant,28,26,0.0
2,0,vacant,3,26,0.0
2,0,vacant,14,26,0.0
2,0,vacant,30,26,0.0
2,0,vacant,40,26,0.0
2,0,vacant,39,26,0.0
2,2,sell,1,26,0.0
2,2,sell,28,26,0.0
2,2,sell,3,26,0.0
2,2,sell,14,26,0.0
2,2,sell,30,26,0.0
2,2,sell,40,26,0.0
2,2,sell,39,26,0.0
2,1,repair,14,27,0.0
2,1,repair,43,27,0.0
2,1,repair,33,27,0.0
2,0,vacant,14,27,0.0
2,0,vacant,43,27,0.0
2,0,vacant,33,27,0.0
2,2,sell,14,27,0.0
2,2,sell,43,27,0.0
2,2,sell,33,27,0.0
2,1,repair,20,28,0.0
2,1,repair,26,28,0.0
2,1,repair,45,28,0.0
2,1,repair,44,28,0.0
2,1,repair,49,28,0.0
2,1,repair,23,28,0.0
2,1,repair,43,28,0.0
2,0,vacant,20,28,0.0
2,0,vacant,26,28,0.0
2,0,vacant,45,28,0.0
2,0,vacant,44,28,0.0
2,0,vacant,49,28,0.0
2,0,vacant,23,28,0.0
2,0,vacant,43,28,0.0
2,2,sell,20,28,0.0
2,2,sell,26,28,0.0
2,2,sell,45,28,0.0
2,2,sell,44,28,0.0
2,2,sell,49,28,0.0
2,2,sell,23,28,0.0
2,2,sell,43,28,0.0
2,1,repair,38,29,0.0
2,1,repair,50,29,0.0
2,1,repair,46,29,0.0
2,1,repair,49,29,0.0
2,1,repair,19,29,0.0
2,1,repair,43,29,0.0
2,0,vacant,38,29,0.0
2,0,vacant,50,29,0.0
2,0,vacant,46,29,0.0
2,0,vacant,49,29,0.0
2,0,vacant,19,29,0.0
2,0,vacant,43,29,0.0
2,2,sell,38,29,0.0
2,2,sell,50,29,0.0
2,2,sell,46,29,0.0
2,2,sell,49,29,0.0
2,2,sell,19,29,0.0
2,2,sell,43,29,0.0
2,1,repair,6,30,0.0
2,1,repair,45,30,0.0
2,1,repair,37,30,0.0
2,1,repair,42,30,0.0
2,1,repair,2,30,0.0
2,1,repair,26,30,0.0
2,1,repair,5,30,0.0
2,1,repair,41,30,0.0
2,1,repair,24,30,0.0
2,1,repair,20,30,0.0
2,0,vacant,6,30,0.0
2,0,vacant,45,30,0.0
2,0,vacant,37,30,0.0
2,0,vacant,42,30,0.0
2,0,vacant,2,30,0.0
2,0,vacant,26,30,0.0
2,0,vacant,5,30,0.0
2,0,vacant,41,30,0.0
2,0,vacant,24,30,0.0
2,0,vacant,20,30,0.0
2,2,sell,6,30,0.0
2,2,sell,45,30,0.0
2,2,sell,37,30,0.0
2,2,sell,42,30,0.0
2,2,sell,2,30,0.0
2,2,sell,26,30,0.0
2,2,sell,5,30,0.0
2,2,sell,41,30,0.0
2,2,sell,24,30,0.0
2,2,sell,20,30,0.0
2,1,repair,39,31,0.0
2,1,repair,18,31,0.0
2,1,repair,8,31,0.0
2,1,repair,43,31,0.0
2,1,repair,33,31,0.0
2,0,vacant,39,31,0.0
2,0,vacant,18,31,0.0
2,0,vacant,8,31,0.0
2,0,vacant,43,31,0.0
2,0,vacant,33,31,0.0
2,2,sell,39,31,0.0
2,2,sell,18,31,0.0
2,2,sell,8,31,0.0
2,2,sell,43,31,0.0
2,2,sell,33,31,0.0
2,1,repair,18,33,0.0
2,1,repair,43,33,0.0
2,1,repair,10,33,0.0
2,1,repair,47,33,0.0
2,1,repair,14,33,0.0
2,1,repair,50,33,0.0
2,1,repair,7,33,0.0
2,1,repair,8,33,0.0
2,1,repair,31,33,0.0
2,1,repair,27,33,0.0
2,0,vacant,18,33,0.0
2,0,vacant,43,33,0.0
2,0,vacant,10,33,0.0
2,0,vacant,47,33,0.0
2,0,vacant,14,33,0.0
2,0,vacant,50,33,0.0
2,0,vacant,7,33,0.0
2,0,vacant,8,33,0.0
